Date,Day,Incub_type,Waterbath,Position,Polyp_ID,State,Colony,Colony_ms,Time_inWB,Time_read,tank,Time_incub,Timeincub_dec,SA_cm2,Pn_mg,Pn_ug,Temp_byIncub_mean,Temp_byIncub_sd,Temp_byWB_mean,Temp_byWB_sd
2019-11-29,10,Light,2,10,B.6.8,Bleached,6,RS1,11H 12M 0S,13H 55M 0S,B4,2H 43M 0S,2.72,2.82,-0.013178497860707773,-13.178497860707774,32.1,0.27,31.93,0.29
2019-11-29,10,Light,2,11,S.53.2,Symbiotic,53,RS2,11H 14M 0S,14H 25M 0S,S3,3H 11M 0S,3.18,1.4,0.005158386104505425,5.158386104505425,32.1,0.27,31.93,0.29
2019-11-29,10,Light,3,1,S.53.33,Symbiotic,53,RS2,11H 16M 0S,14H 28M 0S,S4,3H 12M 0S,3.2,2,0.004562619486990275,4.5626194869902745,32.1,0.27,32.18,0.28
2019-11-29,10,Light,3,4,S.60.2,Symbiotic,60,RS3,11H 21M 0S,14H 31M 0S,S3,3H 10M 0S,3.17,2.2,0.005196059656942693,5.196059656942693,32.1,0.27,32.18,0.28
2019-11-29,10,Light,3,5,B.60.19,Bleached,60,RS3,11H 22M 0S,14H 0M 0S,B3,3H -22M 0S,2.63,2.84,-0.009310861136190106,-9.310861136190105,32.1,0.27,32.18,0.28
2019-11-29,10,Light,3,10,S.60.13,Symbiotic,60,RS3,11H 24M 0S,14H 34M 0S,S1,3H 10M 0S,3.17,3.27,0.003927041554280704,3.927041554280704,32.1,0.27,32.18,0.28
2019-11-29,10,Light,3,11,B.53.40,Bleached,53,RS2,11H 27M 0S,14H 4M 0S,B3,3H -23M 0S,2.62,1.38,-0.016388012747032568,-16.38801274703257,32.1,0.27,32.18,0.28
2019-11-29,10,Dark,1,2,B.6.29,Bleached,6,RS1,14H 51M 0S,16H 27M 0S,B1,2H -24M 0S,1.6,1.9,-0.02021509584266403,-20.21509584266403,31.82,0.17,31.97,0.07
2019-11-29,10,Dark,1,3,S.6.26,Symbiotic,6,RS1,14H 52M 0S,16H 45M 0S,S1,2H -7M 0S,1.88,2.45,-0.023368013970906626,-23.368013970906627,31.82,0.17,31.97,0.07
2019-11-29,10,Dark,1,5,B.6.17,Bleached,6,RS1,14H 53M 0S,16H 29M 0S,B2,2H -24M 0S,1.6,3.29,-0.010542152614304457,-10.542152614304458,31.82,0.17,31.97,0.07
2019-11-29,10,Dark,1,6,S.6.28,Symbiotic,6,RS1,14H 54M 0S,16H 49M 0S,S2,2H -5M 0S,1.92,2.32,-0.027125689124020833,-27.125689124020834,31.82,0.17,31.97,0.07
2019-11-29,10,Dark,1,9,B.53.21,Bleached,53,RS2,14H 57M 0S,16H 32M 0S,B5,2H -25M 0S,1.58,1.43,-0.02197091826134259,-21.97091826134259,31.82,0.17,31.97,0.07
2019-11-29,10,Dark,1,11,S.53.7,Symbiotic,53,RS2,14H 58M 0S,16H 51M 0S,S1,2H -7M 0S,1.88,1.55,-0.029266668617019886,-29.266668617019885,31.82,0.17,31.97,0.07
2019-11-29,10,Dark,1,12,B.53.42,Bleached,53,RS2,14H 59M 0S,16H 34M 0S,B2,2H -25M 0S,1.58,1.63,-0.01927510006976681,-19.27510006976681,31.82,0.17,31.97,0.07
2019-11-29,10,Dark,2,1,S.53.8,Symbiotic,53,RS2,15H 1M 0S,16H 53M 0S,S2,1H 52M 0S,1.87,1.39,-0.028818017554335905,-28.818017554335906,31.82,0.17,31.61,0.11
2019-11-29,10,Dark,2,2,B.60.8,Bleached,60,RS3,15H 2M 0S,16H 38M 0S,B1,1H 36M 0S,1.6,2.81,-0.01068591889717497,-10.68591889717497,31.82,0.17,31.61,0.11
2019-11-29,10,Dark,2,4,S.60.18,Symbiotic,60,RS3,15H 3M 0S,16H 56M 0S,S1,1H 53M 0S,1.88,2.16,-0.02430384957397457,-24.30384957397457,31.82,0.17,31.61,0.11
2019-11-29,10,Dark,2,5,B.60.26,Bleached,60,RS3,15H 4M 0S,16H 40M 0S,B2,1H 36M 0S,1.6,2.77,-0.011848802202549337,-11.848802202549336,31.82,0.17,31.61,0.11
2019-11-29,10,Dark,2,6,S.60.24,Symbiotic,60,RS3,15H 6M 0S,16H 58M 0S,S2,1H 52M 0S,1.87,3.17,-0.016909305661192888,-16.90930566119289,31.82,0.17,31.61,0.11
2019-11-29,10,Dark,2,7,S.6.10,Symbiotic,6,RS1,15H 11M 0S,17H 35M 0S,S3,2H 24M 0S,2.4,2.19,-0.025617548904594372,-25.617548904594372,31.82,0.17,31.61,0.11
2019-11-29,10,Dark,2,8,B.6.22,Bleached,6,RS1,15H 12M 0S,17H 14M 0S,B3,2H 2M 0S,2.03,2.4,-0.016728050526509688,-16.728050526509687,31.82,0.17,31.61,0.11
2019-11-29,10,Dark,2,9,S.6.32,Symbiotic,6,RS1,15H 14M 0S,17H 38M 0S,S4,2H 24M 0S,2.4,3.15,-0.019781195375998414,-19.781195375998415,31.82,0.17,31.61,0.11
2019-11-29,10,Dark,2,10,B.6.8,Bleached,6,RS1,15H 15M 0S,17H 17M 0S,B4,2H 2M 0S,2.03,2.82,-0.017360001076958252,-17.360001076958252,31.82,0.17,31.61,0.11
2019-11-29,10,Dark,2,11,S.53.2,Symbiotic,53,RS2,15H 16M 0S,17H 40M 0S,S3,2H 24M 0S,2.4,1.4,-0.03696899911980596,-36.96899911980596,31.82,0.17,31.61,0.11
2019-11-29,10,Dark,3,1,S.53.33,Symbiotic,53,RS2,15H 19M 0S,17H 42M 0S,S4,2H 23M 0S,2.38,2,-0.026431310588345965,-26.431310588345966,31.82,0.17,31.87,0.05
2019-11-29,10,Dark,3,4,S.60.2,Symbiotic,60,RS3,15H 21M 0S,17H 46M 0S,S3,2H 25M 0S,2.42,2.2,-0.028348729467424727,-28.348729467424725,31.82,0.17,31.87,0.05
2019-11-29,10,Dark,3,5,B.60.19,Bleached,60,RS3,15H 22M 0S,17H 21M 0S,B3,2H -1M 0S,1.98,2.84,-0.01613086241999255,-16.13086241999255,31.82,0.17,31.87,0.05
2019-11-29,10,Dark,3,10,S.60.13,Symbiotic,60,RS3,15H 23M 0S,17H 49M 0S,S1,2H 26M 0S,2.43,3.27,-0.02142498017965792,-21.42498017965792,31.82,0.17,31.87,0.05
2019-11-29,10,Dark,3,7,B.53.40,Bleached,53,RS2,15H 25M 0S,17H 23M 0S,B3,2H -2M 0S,1.97,1.38,-0.028452389553112446,-28.452389553112447,31.82,0.17,31.87,0.05
